Date,Value,Quality,Size,Default,Real Yield,Yield Curve
2015-02-26,67.04000091552734,64.94999694824219,67.58999633789062,99.66000366210938,0.24,1.37
2015-02-27,67.04000091552734,64.8499984741211,67.3499984741211,99.7300033569336,0.17,1.37
2015-03-02,67.4000015258789,65.3499984741211,67.43000030517578,99.6500015258789,0.25,1.42
2015-03-03,66.94000244140625,64.9800033569336,67.33999633789062,99.46700286865234,0.26,1.44
2015-03-04,66.70999908447266,64.70999908447266,66.91000366210938,99.62000274658203,0.25,1.46
2015-03-05,66.80999755859375,64.91000366210938,67.16999816894531,99.63999938964844,0.27,1.46
2015-03-06,65.76000213623047,63.93000030517578,66.16000366210938,99.37000274658203,0.41,1.51
2015-03-09,66.18000030517578,64.29000091552734,66.43000030517578,99.30999755859375,0.44,1.5
2015-03-10,65.05999755859375,63.220001220703125,65.68000030517578,99.25,0.41,1.44
2015-03-11,65.08000183105469,62.900001525878906,65.58000183105469,99.25,0.39,1.41
2015-03-12,65.62000274658203,63.560001373291016,66.20999908447266,99.37000274658203,0.39,1.43
2015-03-13,65.43000030517578,63.130001068115234,66.08000183105469,99.30000305175781,0.44,1.45
2015-03-16,66.19000244140625,64.05999755859375,66.81999969482422,99.33499908447266,0.45,1.44
2015-03-17,66.06999969482422,63.779998779296875,66.5999984741211,99.16000366210938,0.42,1.36
2015-03-18,66.80000305175781,64.55999755859375,67.76000213623047,99.44999694824219,0.23,1.36
2015-03-19,66.38999938964844,64.55000305175781,67.20999908447266,99.41500091552734,0.19,1.35
2015-03-20,67.2300033569336,65.16999816894531,67.95999908447266,99.56999969482422,0.17,1.33
2015-03-23,67.0999984741211,65.16000366210938,67.87000274658203,99.68000030517578,0.17,1.32
2015-03-24,66.62000274658203,64.70999908447266,67.44999694824219,99.5999984741211,0.11,1.3
2015-03-25,65.56999969482422,63.560001373291016,66.22000122070312,99.5999984741211,0.12,1.34
2015-03-26,65.30000305175781,63.459999084472656,66.05000305175781,99.48999786376953,0.21,1.4
2015-03-27,65.2300033569336,63.4900016784668,66.22000122070312,99.5999984741211,0.19,1.37
2015-03-30,66.0999984741211,64.22000122070312,67.19000244140625,99.5999984741211,0.23,1.38
2015-03-31,66.0999984741211,63.61000061035156,66.5999984741211,99.69999694824219,0.18,1.38
2015-04-01,65.56999969482422,63.22999954223633,66.58000183105469,99.80000305175781,0.07,1.32
2015-04-02,65.62999725341797,63.349998474121094,66.80000305175781,99.9800033569336,0.11,1.37
2015-04-06,66.26000213623047,63.70000076293945,67.29000091552734,100.25,0.07,1.41
2015-04-07,65.97000122070312,63.81999969482422,67.26000213623047,100.02400207519531,0.04,1.37
2015-04-08,66.0199966430664,63.900001525878906,67.05999755859375,100.12000274658203,0.08,1.38
2015-04-09,66.27999877929688,64.22000122070312,67.16000366210938,100.0250015258789,0.13,1.41
2015-04-10,66.68000030517578,64.37999725341797,67.5,100.11000061035156,0.14,1.39
2015-04-13,66.62999725341797,64.16999816894531,67.19999694824219,100.19000244140625,0.14,1.4
2015-04-14,66.5999984741211,64.01000213623047,67.23999786376953,100.25,0.1,1.37
2015-04-15,67.30000305175781,64.41000366210938,67.23999786376953,100.26100158691406,0.07,1.4
2015-04-16,66.9800033569336,64.25,67.33999633789062,100.31999969482422,0.05,1.4
2015-04-17,66.27999877929688,63.439998626708984,66.48999786376953,100.30999755859375,-0.02,1.36
2015-04-20,66.94999694824219,64.13999938964844,67.23999786376953,100.30599975585938,0.01,1.35
2015-04-21,66.87999725341797,64.19999694824219,67.23999786376953,100.19999694824219,0.06,1.37
2015-04-22,66.47000122070312,64.58000183105469,67.3499984741211,100.29000091552734,0.12,1.42
2015-04-23,67.19999694824219,64.88999938964844,67.62999725341797,100.29000091552734,0.07,1.41
2015-04-24,67.08999633789062,65.12999725341797,67.31999969482422,100.43000030517578,0.04,1.39
