Date,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Technology,Telecomm,Utilities,Real Estate,Energy,sp_500
2016-10-10,295.59,497.66,634.18,537.12,834.9,327.33,806.31,164.71,241.3,191.22,528.11,2163.6599
2016-10-11,291.79,492.68,626.96,534.02,813.94,323.86,796.83,164.39,238.46,189.59,521.96,2136.73
2016-10-12,291.09,493.51,629.41,536.72,809.42,324.34,797.31,165.36,240.82,192.07,519.82,2139.1799
2016-10-13,289.66,493.62,627.39,536.79,809.91,320.78,792.39,165.37,243.85,193.07,516.39,2132.55
2016-10-14,290.71,494.52,626.39,537.26,804.38,322.37,796.07,165.11,242.5,192.54,514.27,2132.98
2016-10-17,290.93,493.46,621.54,535.02,802.75,321.06,793.9,165.41,243.83,192.77,512.0,2126.5
2016-10-18,293.66,494.41,625.18,536.62,811.33,323.52,799.08,165.65,245.83,193.82,513.9,2139.6001
2016-10-19,295.79,496.04,628.28,533.05,808.54,326.25,799.21,165.96,245.3,194.48,520.89,2144.29
2016-10-20,295.62,493.4,627.36,532.24,812.61,326.19,797.35,162.62,245.14,193.81,520.41,2141.3401
2016-10-21,295.3,492.59,632.18,534.92,805.46,326.2,801.93,158.84,243.85,193.58,516.84,2141.1599
2016-10-24,296.03,493.87,636.72,538.76,804.35,327.46,811.68,157.58,244.8,194.1,516.01,2151.3301
2016-10-25,293.09,491.9,629.16,540.35,801.86,326.72,808.82,156.7,246.07,193.62,513.29,2143.1599
2016-10-26,292.78,493.94,626.47,540.34,796.31,328.74,804.52,155.79,246.61,191.15,514.75,2139.4299
2016-10-27,292.59,490.33,621.05,537.61,800.51,329.42,800.95,158.3,245.3,186.47,513.05,2133.04
2016-10-28,293.05,493.49,619.65,540.13,783.1,328.09,800.66,157.87,245.95,187.0,510.77,2126.4099
2016-10-31,293.24,494.44,620.52,541.27,778.77,327.75,800.64,157.79,250.83,189.58,504.89,2126.1499
2016-11-01,291.9,490.42,615.31,538.71,775.01,326.47,794.08,156.16,246.4,185.74,505.37,2111.72
2016-11-02,290.2,488.45,611.77,537.77,771.25,323.89,788.71,154.26,243.24,183.05,500.26,2097.9399
2016-11-03,290.17,487.08,610.26,534.3,763.33,324.36,780.84,154.21,244.07,182.06,502.11,2088.6599
2016-11-04,291.16,487.91,608.93,529.04,769.12,322.84,777.71,154.25,243.19,183.45,499.68,2085.1799
2016-11-07,295.33,499.85,622.97,538.27,787.81,331.25,795.85,155.57,247.51,186.66,510.58,2131.52
2016-11-08,296.3,502.78,625.95,540.71,789.45,331.75,799.59,156.56,249.26,187.75,510.49,2139.5601
2016-11-09,302.6,514.64,627.1,533.54,816.53,345.25,797.67,157.92,240.09,183.46,518.23,2163.26
2016-11-10,305.6,525.22,629.18,518.63,826.26,358.04,784.97,154.24,234.17,180.67,519.83,2167.48
2016-11-11,301.58,526.73,633.21,517.8,813.91,359.43,788.69,154.1,233.27,180.92,511.21,2164.45
2016-11-14,302.22,528.91,632.81,516.4,811.25,367.65,775.19,152.75,232.73,184.36,513.0,2164.2
2016-11-15,303.49,530.66,634.96,519.99,813.51,367.85,785.35,155.96,236.68,183.16,526.77,2180.3899
2016-11-16,303.14,527.13,638.42,519.93,809.63,362.64,792.6,157.58,234.74,182.95,522.16,2176.9399
2016-11-17,302.99,528.25,646.19,519.06,813.19,367.17,798.1,157.92,234.57,181.16,518.63,2187.1201
2016-11-18,302.39,528.21,644.04,517.06,803.93,367.48,796.32,158.76,233.79,181.5,521.02,2181.8999
2016-11-21,306.17,530.84,648.1,520.77,806.32,368.62,804.81,159.78,236.34,181.19,532.48,2198.1799
2016-11-22,308.1,533.41,656.09,523.42,795.04,369.0,805.78,163.1,236.95,184.25,532.41,2202.9399
2016-11-23,309.55,537.62,656.75,520.37,798.08,371.04,801.57,164.37,234.8,182.96,534.79,2204.72
2016-11-25,310.51,540.24,658.55,524.48,801.37,371.95,804.58,166.1,238.15,183.76,532.69,2213.3501
2016-11-28,308.98,536.26,653.06,525.33,794.52,366.78,803.83,167.45,242.86,184.32,525.71,2201.72
2016-11-29,309.24,536.67,654.25,525.46,799.72,367.65,805.24,166.93,243.63,185.56,519.64,2204.6599
2016-11-30,312.56,536.36,648.55,516.81,792.13,372.54,795.89,163.39,235.88,183.27,544.67,2198.8101
2016-12-01,312.53,540.54,649.11,513.32,786.12,378.72,777.69,163.87,233.75,180.41,546.15,2191.0801
2016-12-02,312.64,540.16,645.47,516.93,788.57,375.15,781.07,163.3,235.9,182.49,546.74,2191.95
2016-12-05,315.13,539.52,651.77,517.32,787.3,379.51,789.15,163.32,236.41,183.87,550.67,2204.71
2016-12-06,315.36,540.88,653.82,519.01,789.21,383.13,790.66,165.71,235.82,184.45,550.11,2212.23
2016-12-07,320.02,550.51,665.94,526.68,782.72,389.17,805.65,169.62,238.68,188.53,553.78,2241.3501
2016-12-08,322.23,547.74,666.35,524.31,784.03,392.74,808.51,169.14,239.27,189.4,556.42,2246.1899
2016-12-09,322.05,550.37,667.72,531.43,793.7,393.24,814.17,169.57,241.75,189.25,558.71,2259.53
2016-12-12,320.73,548.31,662.38,534.06,797.75,389.65,811.0,171.41,244.21,191.04,562.73,2256.96
2016-12-13,320.01,547.58,667.86,536.35,803.09,390.47,820.98,172.94,246.76,191.46,569.85,2271.72
2016-12-14,316.17,542.24,663.51,530.77,799.69,388.24,818.93,171.18,241.72,187.79,557.75,2253.28
2016-12-15,318.42,542.4,661.83,533.35,804.4,392.18,821.81,172.31,243.21,186.45,560.03,2262.03
2016-12-16,317.14,541.54,658.82,536.06,805.54,388.73,815.63,173.41,246.22,188.7,563.18,2258.0701
2016-12-19,316.73,544.75,660.19,536.86,801.4,389.11,820.64,175.27,247.14,190.52,560.42,2262.53
2016-12-20,316.99,548.15,665.37,535.23,801.03,393.48,823.25,176.26,247.43,190.66,559.24,2270.76
2016-12-21,317.28,545.94,665.04,535.24,796.22,392.53,821.78,175.61,246.5,188.14,560.15,2265.1799
2016-12-22,315.76,544.64,658.33,534.56,797.53,391.49,819.26,177.4,247.34,187.91,562.68,2260.96
2016-12-23,316.19,545.02,656.73,535.33,803.78,392.04,819.84,177.57,247.32,188.03,561.56,2263.79
2016-12-27,317.66,545.87,659.03,535.43,804.86,392.51,823.5,177.37,247.31,188.53,562.88,2268.8799
2016-12-28,314.44,540.48,654.89,532.16,799.04,388.46,816.3,176.76,244.89,186.9,557.38,2249.9199
2016-12-29,314.49,540.27,653.91,534.27,799.84,385.63,815.97,177.48,248.03,188.56,556.03,2249.26
2016-12-30,312.16,538.07,647.82,531.79,796.91,386.53,807.95,176.61,246.83,190.23,554.5,2238.8301
2017-01-03,314.36,541.64,651.81,533.32,808.04,390.31,815.12,179.97,246.09,190.98,560.9,2257.8301
2017-01-04,318.72,544.52,660.48,533.68,813.66,393.66,818.01,179.44,246.91,193.35,559.3,2270.75
2017-01-05,317.88,542.53,660.05,535.04,817.59,389.66,819.77,179.36,247.15,194.35,557.48,2269.0
2017-01-06,317.88,545.48,662.91,535.28,820.25,391.15,827.6,174.57,247.96,194.31,557.57,2276.98
2017-01-09,317.91,541.72,662.47,531.6,823.9,388.1,829.21,172.59,244.72,193.06,549.33,2268.8999
2017-01-10,318.12,543.43,665.11,528.41,826.66,389.6,828.59,172.68,244.05,190.57,544.11,2268.8999
2017-01-11,320.79,546.47,666.58,529.69,818.04,391.39,834.03,171.84,246.42,189.65,550.65,2275.3201
2017-01-12,320.11,544.5,666.37,529.36,818.62,388.5,831.75,172.92,246.73,190.4,548.0,2270.4399
2017-01-13,319.43,546.27,668.41,529.18,819.5,390.63,834.02,172.67,246.32,189.94,546.96,2274.6399
2017-01-17,318.35,541.99,669.89,536.31,815.82,381.72,831.04,173.33,249.17,191.53,550.39,2267.8899
2017-01-18,320.23,544.0,668.6,537.75,814.8,384.73,833.76,171.99,248.76,191.87,548.53,2271.8899
2017-01-19,318.24,547.2,666.35,535.76,809.7,382.42,831.66,172.55,246.6,189.97,544.55,2263.6899
2017-01-20,321.0,547.0,667.96,539.42,807.33,384.22,835.97,174.03,246.97,191.27,547.41,2271.3101
2017-01-23,321.69,543.19,668.4,538.78,803.72,381.98,836.5,174.86,245.77,192.39,541.29,2265.2
2017-01-24,329.84,548.71,673.85,542.87,798.49,386.62,845.11,170.19,245.77,192.39,546.61,2280.0701
2017-01-25,332.2,554.4,677.79,542.96,805.39,392.98,854.17,169.79,245.72,191.21,549.68,2298.3701
2017-01-26,332.99,555.84,679.36,540.72,799.68,394.14,852.39,169.83,245.79,191.14,549.61,2296.6799
2017-01-27,332.04,554.79,677.34,537.31,806.11,392.44,855.21,171.0,245.75,189.43,544.42,2294.6899
2017-01-30,328.58,550.56,676.79,537.64,802.77,389.67,848.2,170.2,245.85,188.5,534.86,2280.8999
2017-01-31,326.49,545.43,674.91,539.51,814.06,387.01,843.03,170.43,249.82,189.99,534.34,2278.8701
2017-02-01,328.35,544.66,673.74,536.44,819.85,387.15,849.35,169.22,245.5,187.82,530.33,2279.55
2017-02-02,326.62,543.21,673.23,540.69,820.89,385.47,849.56,167.1,247.85,190.16,533.45,2280.8501
2017-02-03,327.2,547.42,672.5,543.55,825.74,393.13,855.35,167.75,248.14,191.23,538.04,2297.4199
2017-02-06,326.35,547.69,670.47,541.25,825.35,391.76,856.55,166.4,247.76,190.1,533.27,2292.5601
2017-02-07,323.78,548.6,669.55,545.71,826.09,390.82,860.08,166.47,248.25,189.7,525.95,2293.0801
2017-02-08,324.51,547.96,673.67,547.9,824.93,387.87,861.51,166.98,250.51,191.38,525.58,2294.6699
2017-02-09,324.39,552.01,678.28,550.0,828.53,393.19,863.97,167.81,248.41,192.05,530.46,2307.8701
2017-02-10,327.36,556.14,681.97,549.65,829.52,394.13,865.88,168.24,249.94,193.13,534.42,2316.1001
2017-02-13,329.48,561.64,682.67,549.92,834.87,398.52,871.5,166.12,250.96,194.07,534.57,2328.25
2017-02-14,329.78,561.98,686.68,550.41,840.97,403.46,873.98,165.94,249.13,193.05,535.25,2337.5801
2017-02-15,329.25,564.63,690.14,554.94,850.8,406.46,877.44,166.38,248.17,192.48,533.36,2349.25
2017-02-16,329.07,564.75,687.08,555.33,849.58,405.89,879.29,167.14,250.52,193.31,526.07,2347.22
2017-02-17,328.18,565.73,689.08,559.01,850.54,405.77,881.48,168.65,250.68,193.85,523.3,2351.1599
2017-02-21,329.41,568.44,693.21,564.63,854.53,407.65,886.09,169.66,253.39,196.43,526.88,2365.3799
2017-02-22,330.32,566.79,693.37,563.91,853.32,407.95,887.51,169.76,254.43,195.83,518.55,2362.8201
2017-02-23,328.43,562.42,688.5,565.3,859.65,408.33,886.52,171.39,257.1,197.07,521.17,2363.8101
2017-02-24,329.22,565.07,691.43,567.63,863.34,405.25,888.27,172.62,260.67,198.01,516.53,2367.3401
2017-02-27,328.05,566.73,691.68,564.51,866.68,407.09,887.66,170.52,259.17,198.97,521.01,2369.75
2017-02-28,328.13,563.99,687.21,565.79,864.61,406.38,884.05,169.77,261.6,198.4,519.74,2363.6399
2017-03-01,334.11,573.26,694.13,567.94,873.61,417.94,897.1,170.55,259.02,197.75,530.4,2395.96
2017-03-16,327.72,562.15,695.19,567.46,874.58,411.2,903.8,171.36,258.75,192.15,512.24,2381.3799
2017-03-17,329.38,564.64,695.82,566.53,869.94,406.86,904.38,172.3,260.24,192.5,511.82,2378.25
2017-03-20,330.66,563.55,694.1,567.19,868.11,403.22,905.31,171.67,258.48,192.75,511.18,2373.47
2017-03-21,325.14,554.95,685.5,566.17,861.29,391.65,891.97,170.74,262.11,192.45,507.58,2344.02
2017-03-22,326.01,557.04,686.33,565.38,861.95,390.87,899.07,169.0,263.11,192.8,507.05,2348.45
2017-03-23,327.47,556.22,687.64,563.96,858.81,391.73,896.17,168.86,262.47,194.18,505.24,2345.96
2017-03-24,324.4,554.62,688.82,562.48,858.59,391.36,896.61,169.01,263.53,193.89,502.92,2343.98
2017-03-27,325.49,552.66,688.96,562.2,861.71,389.47,897.53,167.78,262.32,192.68,500.87,2341.5901
2017-03-28,329.06,558.64,694.25,563.76,862.17,394.79,903.95,168.13,262.47,193.6,507.32,2358.5701
2017-03-29,329.02,558.31,698.17,564.48,862.1,392.65,905.81,167.84,261.26,194.09,513.51,2361.1299
2017-04-03,327.44,558.4,697.05,560.92,860.53,393.43,904.89,168.35,260.25,195.62,513.13,2358.8401
2017-04-04,328.75,559.47,696.06,562.38,860.1,392.63,904.82,168.9,261.11,195.03,516.78,2360.1599
2017-04-07,329.74,560.03,694.52,562.47,859.9,390.72,900.93,165.83,260.69,196.65,517.13,2355.54
2017-04-17,324.17,556.54,695.86,567.83,857.55,386.48,897.33,165.7,263.46,200.38,510.38,2349.01
2017-04-18,323.78,555.03,696.15,570.72,848.88,383.27,896.64,166.09,263.89,200.92,505.94,2342.1899
2017-04-27,335.56,571.62,719.81,566.56,870.21,394.47,925.25,162.04,263.33,196.54,498.31,2388.77
2017-05-01,332.77,567.3,717.23,563.65,873.55,392.76,936.19,159.07,260.45,196.59,497.84,2388.3301
2017-05-08,332.47,572.56,719.29,566.86,872.57,395.05,944.92,158.8,262.2,194.82,498.95,2399.3799
2017-05-09,330.1,573.68,722.76,564.62,873.25,393.26,946.36,157.84,259.91,194.02,494.67,2396.9199
2017-05-10,331.29,571.43,720.76,564.89,870.32,394.31,949.98,158.3,260.33,195.16,499.94,2399.6299
2017-05-11,330.41,571.26,716.46,565.39,870.79,392.22,948.56,157.54,260.35,194.16,498.94,2394.4399
2017-05-12,329.84,567.56,715.16,564.06,869.16,390.45,951.57,157.44,261.68,193.42,497.35,2390.8999
2017-05-17,325.5,557.71,701.27,564.25,859.85,382.14,934.74,153.3,261.17,194.24,492.61,2357.03
2017-05-18,325.48,558.61,705.45,564.62,863.41,383.33,940.2,155.15,262.18,194.68,492.05,2365.72
2017-05-19,328.42,566.2,709.57,567.65,865.83,386.54,944.86,156.41,263.02,195.79,498.15,2381.73
2017-05-22,328.53,570.15,713.44,571.16,867.87,387.69,953.85,156.54,265.39,196.31,497.31,2394.02
2017-05-23,329.02,571.27,710.56,571.57,870.89,390.84,954.61,156.75,266.01,196.47,498.13,2398.4199
2017-05-25,330.64,575.15,719.7,578.37,876.9,391.63,966.67,156.25,269.69,198.44,487.09,2415.0701
2017-05-26,331.59,575.69,721.91,580.26,875.05,391.38,966.77,155.99,269.54,197.16,487.49,2415.8201
2017-06-01,335.88,579.88,730.0,585.77,887.94,389.85,969.59,159.71,273.64,197.0,482.37,2430.0601
2017-06-05,335.55,580.19,730.52,588.35,890.51,388.72,980.4,159.39,272.72,197.99,477.46,2436.1001
2017-06-06,335.96,576.52,724.44,586.78,887.92,387.1,978.62,159.32,272.24,197.11,483.2,2429.3301
2017-06-15,337.87,587.22,717.96,583.84,897.33,404.01,948.43,160.23,273.63,200.99,480.7,2432.46
2017-06-16,339.25,589.36,717.76,578.04,898.6,403.58,946.68,160.06,274.95,200.75,488.95,2433.1499
2017-06-20,340.18,585.81,714.52,578.73,911.31,404.23,954.87,158.09,274.06,200.61,479.55,2437.03
2017-06-27,336.97,578.12,710.02,570.08,921.32,400.86,946.39,154.44,268.83,201.22,472.88,2419.3799
2017-06-28,339.69,583.28,717.03,572.35,926.16,407.19,958.9,155.07,266.28,201.16,475.57,2440.6899
2017-08-14,337.93,584.76,719.57,569.63,913.91,415.19,995.63,160.86,273.58,200.59,468.29,2465.8401
2017-08-17,335.93,574.29,705.1,568.87,904.46,407.86,980.72,156.82,273.71,199.01,454.52,2430.01
2017-08-18,336.2,572.31,701.68,566.82,900.71,407.63,980.24,155.98,275.43,197.53,457.09,2425.55
2017-08-22,340.61,579.2,710.33,569.5,915.4,410.91,993.9,158.47,276.88,199.42,457.72,2452.51
2017-08-23,340.08,573.97,704.37,567.56,908.88,409.99,992.07,158.4,277.59,201.48,459.47,2444.04
2017-08-24,339.59,571.73,702.58,559.93,911.46,409.65,990.85,157.82,277.37,201.17,459.39,2438.97
2017-08-25,340.5,574.27,704.38,561.3,910.4,410.64,989.79,159.06,278.22,202.0,461.78,2443.05
2017-08-29,339.38,578.04,703.71,561.7,917.43,406.76,996.6,158.67,278.43,200.96,459.06,2446.3
2017-08-30,341.85,579.91,708.61,561.53,922.64,408.48,1004.93,157.66,277.22,201.94,459.21,2457.5901
2017-08-31,344.67,582.01,712.13,561.81,938.28,408.45,1012.14,156.85,277.28,202.98,461.61,2471.6499
2017-09-01,346.85,582.9,715.39,564.14,937.49,410.24,1011.68,156.92,276.45,202.82,465.36,2476.55
2017-09-05,341.92,576.57,712.46,565.22,933.39,401.21,1002.68,155.13,277.26,202.68,467.98,2457.8501
2017-09-06,342.87,577.19,716.39,567.17,937.62,402.19,1004.51,153.22,275.81,202.88,475.65,2465.54
2017-09-07,343.11,577.56,710.29,568.3,947.85,395.54,1009.61,150.04,277.8,204.42,476.48,2465.1001
2017-09-08,343.03,579.53,707.77,564.63,951.83,398.58,1000.91,149.85,279.03,204.41,471.43,2461.4299
2017-09-11,347.8,584.51,711.56,568.44,959.66,405.5,1015.94,150.37,281.62,205.93,476.23,2488.1101
2017-09-12,350.64,587.53,714.66,569.22,961.72,410.41,1017.29,152.43,276.69,203.5,478.7,2496.48
2017-09-13,350.49,586.76,719.79,569.63,958.27,411.29,1015.68,153.57,275.22,202.68,484.63,2498.3701
2017-09-14,351.52,589.51,715.87,567.56,958.71,409.86,1011.9,152.96,277.62,203.85,486.5,2495.6201
2017-09-18,353.45,594.95,711.19,569.09,955.53,415.99,1014.6,156.47,275.17,203.38,489.89,2503.8701
2017-09-19,355.32,595.43,710.84,567.52,948.03,419.31,1018.4,159.99,274.58,201.28,491.73,2506.6499
2017-09-20,356.77,599.46,713.34,562.45,949.46,421.91,1013.53,160.7,272.45,200.73,495.11,2508.24
2017-09-21,355.89,601.47,711.62,556.99,944.16,422.74,1007.52,159.43,272.2,200.29,494.78,2500.6001
2017-09-22,354.87,603.11,713.19,555.71,944.95,422.7,1008.16,161.59,270.25,198.64,497.41,2502.22
2017-09-25,355.18,603.1,711.75,559.47,941.79,422.05,993.8,162.98,272.53,199.29,504.74,2496.6599
2017-09-26,353.76,603.04,711.33,559.96,940.15,421.66,997.74,161.59,272.11,199.52,503.77,2496.8401
2017-09-27,353.67,603.22,715.15,555.88,939.56,427.14,1009.13,161.68,268.45,197.84,506.17,2507.04
2017-09-28,356.16,602.67,714.83,555.98,940.86,427.66,1010.57,162.08,269.27,199.05,506.93,2510.0601
2017-09-29,356.15,604.38,717.47,555.39,946.31,429.08,1018.15,162.37,268.97,199.2,506.72,2519.3601
2017-10-02,360.05,608.67,718.76,554.28,955.32,432.89,1018.94,162.2,269.57,198.39,506.63,2529.1201
2017-10-03,361.6,611.59,721.37,554.79,955.5,434.19,1021.2,163.98,268.54,198.3,506.21,2534.5801
2017-10-04,361.53,611.25,725.17,556.82,959.8,432.79,1019.69,164.07,271.39,199.95,505.89,2537.74
2017-10-05,363.66,612.66,729.24,559.08,960.25,437.06,1030.46,163.88,271.06,200.59,507.94,2552.0701
2017-10-06,362.96,612.37,730.37,553.77,959.6,437.25,1033.46,160.56,270.89,200.18,503.79,2549.3301
2017-10-09,362.98,609.97,727.8,552.3,953.15,435.62,1035.9301,160.31,271.26,200.42,505.05,2544.73
2017-10-10,362.98,610.67,727.01,557.76,955.28,437.42,1036.34,160.94,273.92,200.85,505.57,2550.6399
2017-10-11,363.18,610.45,727.53,559.09,957.54,436.81,1041.21,159.86,275.21,201.93,506.78,2555.24
2017-10-12,363.87,613.59,722.7,561.35,955.91,433.67,1041.64,154.2,276.58,203.32,504.87,2550.9299
2017-10-13,365.6,612.01,725.85,562.1,953.06,433.5,1047.08,153.11,274.48,203.72,504.51,2553.1699
2017-10-16,365.23,613.08,727.18,562.33,949.42,436.29,1050.95,154.3,274.0,202.82,505.61,2557.6399
2017-10-17,364.33,611.34,727.45,560.25,961.89,433.88,1050.6801,154.62,275.6,202.85,506.03,2559.3601
2017-10-18,363.54,611.74,725.6,559.69,963.46,436.32,1053.83,153.72,275.19,202.5,502.5,2561.26
2017-10-19,364.76,613.37,725.53,556.25,969.29,436.96,1050.1801,154.43,277.97,202.31,500.93,2562.1001
2017-10-20,367.95,619.96,727.03,555.16,970.4,442.05,1057.29,154.76,278.32,202.08,502.26,2575.21
2017-10-23,367.2,614.97,722.01,554.55,967.86,441.43,1053.02,153.27,278.47,201.26,499.32,2564.98
2017-10-24,369.38,618.26,724.01,552.68,961.36,444.71,1056.78,152.33,278.69,200.0,500.67,2569.1299
2017-10-25,367.52,611.9,721.24,551.05,960.24,442.52,1053.21,148.86,277.47,199.44,497.25,2557.1499
2017-10-26,372.52,612.77,723.6,551.75,950.36,444.97,1056.84,149.63,277.47,198.34,498.46,2560.3999
2017-10-27,370.49,612.26,735.17,547.02,950.09,444.53,1087.6,149.87,279.17,198.81,499.45,2581.0701
2017-10-30,369.01,607.77,732.3,541.98,939.87,442.41,1092.0,147.76,279.22,199.97,501.26,2572.8301
2017-10-31,369.69,605.29,731.97,546.55,938.35,441.16,1096.28,148.26,279.35,200.55,503.07,2575.26
2017-11-01,371.92,604.91,732.48,548.13,940.2,442.19,1097.08,147.59,277.78,200.44,508.54,2579.3601
2017-11-02,369.1,608.16,726.86,546.97,936.3,445.99,1098.29,146.1,278.92,202.21,506.96,2579.8501
2017-11-03,368.57,607.57,729.51,547.29,943.75,444.05,1107.65,145.95,279.94,202.0,508.14,2587.8401
2017-11-06,366.93,607.73,734.88,541.49,940.57,443.46,1111.49,142.39,278.75,205.09,519.33,2591.1299
2017-11-07,367.65,609.15,730.82,547.48,943.1,437.58,1112.74,142.74,282.19,206.98,518.41,2590.6399
2017-11-08,367.72,607.98,731.24,553.37,945.21,434.95,1118.2,143.4,282.1,208.52,516.35,2594.3799
2017-11-09,364.51,600.22,732.45,553.18,944.9,433.45,1108.6899,143.78,282.4,208.52,517.84,2584.6201
2017-11-10,363.98,600.98,734.96,558.57,938.63,432.27,1107.67,143.99,281.17,208.49,513.67,2582.3
2017-11-13,365.91,597.94,737.31,561.92,939.64,433.05,1107.52,143.64,284.42,209.14,510.88,2584.8401
2017-11-14,361.75,595.54,738.04,563.65,935.63,432.79,1105.7,141.58,287.82,208.79,503.0,2578.8701
2017-11-15,359.6,592.51,734.76,557.56,933.04,433.61,1096.33,141.75,285.1,207.07,497.09,2564.6201
2017-11-16,364.2,597.47,740.68,566.28,942.53,433.94,1110.89,144.23,283.95,207.88,494.2,2585.6399
2017-11-17,364.61,594.59,744.25,563.97,938.86,433.36,1103.47,145.16,281.84,206.71,496.33,2578.8501
2017-11-20,365.27,597.06,745.47,563.56,934.9,435.49,1106.54,146.56,280.96,206.12,495.3,2582.1399
2017-11-21,367.01,600.92,749.96,565.14,943.07,436.59,1119.76,145.77,281.63,207.28,496.41,2599.03
2017-11-22,366.16,601.75,750.73,564.25,942.71,434.86,1116.88,148.2,281.55,206.55,498.58,2597.0801
2017-11-24,367.82,601.75,752.31,564.14,944.77,434.19,1122.9301,147.77,281.99,207.31,499.94,2602.4199
2017-11-27,365.59,602.86,752.9,564.45,944.92,434.02,1122.8101,148.35,283.29,206.74,494.8,2601.4199
2017-11-28,369.87,611.81,761.08,568.87,951.67,445.21,1124.85,151.64,284.5,206.16,498.87,2627.04
2017-11-29,370.37,617.24,764.4,571.74,956.49,453.1,1096.05,155.78,284.67,205.76,501.51,2626.0701
2017-11-30,372.44,626.69,767.82,576.07,963.64,455.61,1106.52,157.01,285.52,205.91,509.28,2647.5801
2017-12-01,369.27,619.37,767.92,577.48,961.86,456.61,1100.23,157.69,284.51,206.29,513.33,2642.22
2017-12-04,372.92,624.55,776.75,582.84,949.95,463.71,1078.97,160.2,282.85,203.63,513.18,2639.4399
2017-12-05,371.04,618.99,772.1,581.96,948.16,461.01,1081.2,157.35,279.34,202.8,510.46,2629.5701
2017-12-06,368.69,619.73,766.79,585.24,947.1,459.45,1089.34,155.86,280.41,203.12,503.88,2629.27
2017-12-07,371.25,625.3,768.58,579.8,947.37,460.76,1096.41,155.71,280.68,203.83,505.47,2636.98
2017-12-08,371.16,627.82,771.92,581.06,957.88,463.46,1101.0699,158.08,281.58,204.33,509.77,2651.5
2017-12-11,371.58,626.51,773.85,581.13,961.9,462.36,1110.03,159.94,283.31,204.73,513.4,2659.99
2017-12-12,371.65,627.3,774.04,581.02,965.75,467.09,1107.11,164.42,278.36,205.61,511.74,2664.1101
2017-12-13,372.56,629.53,774.48,584.1,968.69,461.17,1107.59,164.22,279.1,205.59,511.04,2662.8501
2017-12-14,368.51,625.46,776.6,581.84,958.49,458.07,1106.74,162.68,278.7,205.4,509.38,2652.01
2017-12-15,370.47,629.88,780.76,588.34,969.66,462.84,1120.4301,164.42,279.74,206.01,509.24,2675.8101
2017-12-18,375.94,634.11,786.97,587.85,969.55,466.66,1128.9,165.99,276.5,206.68,512.76,2690.1599
2017-12-19,375.61,634.16,786.3,588.91,968.48,464.78,1122.9301,164.38,271.52,202.78,513.32,2681.47
2017-12-20,375.79,636.08,784.76,586.7,965.74,463.64,1121.89,165.29,269.4,200.59,520.38,2679.25
2017-12-21,377.07,636.48,789.68,586.28,963.27,467.57,1118.65,166.46,266.2,199.84,531.21,2684.5701
2017-12-22,378.46,636.69,788.32,587.29,960.14,466.56,1117.8101,166.77,266.59,201.31,532.36,2683.3401
2017-12-26,378.16,637.02,790.11,588.82,960.68,465.0,1110.03,167.11,265.03,202.28,536.75,2680.5
2017-12-27,378.68,638.62,788.59,588.78,962.49,465.3,1111.83,166.73,266.11,203.09,535.03,2682.6201
2017-12-28,380.15,639.66,790.56,587.64,963.33,467.19,1112.99,167.59,267.37,204.05,535.52,2687.54
2017-12-29,378.94,637.81,785.33,587.39,956.32,463.94,1106.1801,166.07,267.37,203.86,533.41,2673.6101
2018-01-02,384.63,642.65,797.21,584.18,968.1,463.66,1121.8101,166.45,265.04,202.66,542.93,2695.8101
2018-01-03,387.49,646.02,801.46,583.83,977.53,466.14,1133.99,162.83,263.02,202.87,551.22,2713.0601
2018-01-04,390.73,650.89,804.02,585.34,978.47,470.51,1139.4,163.79,260.73,199.38,554.51,2723.99
2018-01-05,394.19,655.66,810.9,588.0,987.31,471.92,1152.8101,163.93,260.69,199.93,554.41,2743.1499
2018-01-08,394.56,658.02,811.59,589.34,983.52,471.33,1157.02,164.12,263.15,201.1,557.64,2747.71
2018-01-09,393.75,662.0,812.55,588.02,994.31,474.69,1154.03,161.12,260.52,198.81,555.87,2751.29
2018-01-10,391.48,662.55,812.42,585.41,993.05,478.72,1150.45,159.67,257.59,195.74,555.32,2748.23
2018-01-11,396.47,671.06,825.61,584.86,996.94,480.97,1155.9399,159.97,256.67,194.43,566.56,2767.5601
2018-01-12,397.22,676.88,836.2,584.75,1004.45,485.49,1162.9399,160.48,255.25,193.02,572.02,2786.24
2018-01-16,392.6,670.62,830.42,587.02,1009.03,483.9,1158.12,159.79,254.58,193.95,564.96,2776.4199
2018-01-17,394.53,673.68,834.0,593.86,1018.96,487.94,1176.42,160.19,256.22,195.28,569.78,2802.5601
2018-01-18,394.26,669.56,833.59,592.0,1019.13,487.24,1178.45,160.57,254.62,193.36,565.24,2798.03
2018-01-19,396.62,670.9,840.83,598.6,1023.13,490.56,1180.28,161.2,253.87,194.65,564.66,2810.3
2018-01-22,395.8,670.69,850.0,602.69,1029.83,494.62,1190.51,164.99,254.15,196.54,576.52,2832.97
2018-01-23,395.69,671.63,857.29,600.89,1024.5,494.83,1198.14,163.07,256.58,199.44,575.64,2839.1299
2018-01-24,397.14,670.11,860.76,601.5,1027.74,498.19,1187.27,164.14,255.07,198.8,574.21,2837.54
