Date,Value,Growth,Quality,Size,Default,Volatility_Short,Momentum,beta_high_semiconductors
2020-07-27,73.54,202.3,100.12,91.83,102.165,259.7,139.21,51.82
2020-07-28,73.25,200.33,99.36,91.14,101.98,258.2,137.92,51.07
2020-07-29,73.94,203.0,100.41,92.68,102.48,250.3,139.53,52.76
2020-07-30,73.32,203.65,99.95,92.12,102.495,258.9,139.53,51.41
2020-07-31,73.04,206.88,100.67,92.1,102.672,250.5,140.19,51.37
2020-08-03,73.45,209.55,101.02,92.69,102.535,248.5,141.94,51.94
2020-08-04,73.99,210.19,101.39,92.98,102.54,237.7,142.52,52.92
2020-08-05,74.23,211.41,102.38,93.8,102.565,230.0,142.73,54.04
2020-08-06,73.86,213.37,102.99,93.65,102.544,226.7,143.23,53.2
2020-08-07,74.71,211.29,103.27,94.19,102.632,224.3,142.04,54.13
2020-08-10,76.09,210.21,103.52,94.98,102.575,214.3,140.92,56.13
2020-08-11,76.0,207.09,103.0,94.78,102.425,229.0,138.08,55.21
2020-08-12,76.38,211.41,104.29,95.41,102.295,210.6,141.82,56.19
2020-08-13,75.6,212.49,104.04,95.12,102.1,210.3,142.56,54.91
2020-08-14,76.03,212.09,103.99,95.21,102.03,209.9,142.45,56.16
2020-08-17,75.89,214.26,104.31,95.45,102.04,199.1,145.04,55.84
2020-08-18,75.41,216.02,104.36,95.08,102.11,195.8,145.98,54.75
2020-08-19,75.36,215.0,104.04,94.64,102.145,201.4,145.25,54.37
2020-08-20,74.75,217.41,104.28,94.31,102.185,198.2,146.95,52.54
2020-08-21,74.71,218.53,104.59,94.17,102.235,199.2,147.69,51.74
2020-08-24,76.04,219.56,105.74,95.41,102.12,198.0,147.21,53.31
2020-08-25,75.91,221.23,106.1,95.48,102.185,196.6,148.18,53.56
2020-08-26,75.59,225.82,107.07,95.64,102.26,203.1,150.87,51.84
2020-08-27,75.77,225.56,107.16,96.1,102.21,212.3,150.7,52.31
2020-08-28,76.56,226.75,108.22,96.88,102.23,211.1,151.34,53.01
2020-08-31,75.85,227.92,107.58,96.22,102.266,226.5,153.48,51.46
2020-09-01,75.73,231.49,108.34,97.0,102.16,232.4,155.26,51.28
2020-09-02,77.32,233.83,110.16,98.64,102.26,240.8,156.38,49.93
2020-09-03,75.51,222.39,106.49,95.85,102.193,289.0,148.52,49.5
2020-09-04,75.73,218.95,105.53,95.39,102.25,253.0,146.45,49.45
2020-09-08,74.37,210.82,103.01,93.25,102.02,243.2,140.26,46.61
2020-09-09,75.08,216.75,104.66,94.68,102.04,224.4,144.6,47.1
2020-09-10,73.83,212.51,102.94,93.41,101.875,227.8,142.02,44.45
2020-09-11,74.39,211.55,103.02,93.58,101.98,208.0,141.53,44.61
2020-09-14,75.53,215.06,104.37,95.31,101.98,202.3,144.67,45.43
2020-09-15,75.33,217.45,104.94,95.57,101.95,201.9,146.98,45.23
2020-09-16,76.08,214.71,104.78,95.98,101.96,200.6,145.12,47.45
2020-09-17,75.91,211.89,103.85,95.38,101.97,194.5,143.59,47.54
2020-09-18,75.21,209.67,102.88,94.43,101.88,194.1,143.02,47.52
2020-09-21,73.39,209.82,101.23,92.52,101.66,203.0,143.53,45.32
2020-09-22,73.45,213.17,102.31,93.19,101.686,205.5,144.66,44.95
2020-09-23,71.59,206.95,100.14,90.67,101.555,222.1,140.42,42.6
2020-09-24,71.78,207.66,100.28,90.8,101.378,216.0,140.64,42.9
2020-09-25,72.38,212.12,101.69,92.23,101.485,207.8,144.0,42.39
2020-09-28,73.89,215.69,103.36,93.83,101.58,206.5,146.04,43.76
2020-09-29,73.37,215.13,103.06,93.39,101.6,200.3,145.95,42.45
2020-09-30,73.78,216.89,103.74,93.77,101.577,199.2,147.4,42.07
2020-10-01,74.04,219.64,104.31,94.45,101.497,201.1,149.25,40.67
2020-10-02,74.19,215.22,103.48,94.83,101.68,210.3,145.8,41.62
2020-10-05,75.51,219.44,105.19,96.53,101.515,200.3,149.06,43.49
2020-10-06,74.91,215.96,103.96,95.66,101.51,204.1,146.75,42.46
2020-10-07,76.38,219.96,105.59,97.42,101.608,194.6,149.43,43.66
2020-10-08,77.67,220.83,106.56,98.53,101.593,183.3,150.02,45.55
2020-10-09,77.28,224.19,107.59,98.88,101.6,168.9,151.88,44.85
2020-10-12,77.92,229.19,108.96,99.55,101.785,163.9,154.66,44.95
2020-10-13,77.17,229.03,108.22,98.92,101.735,166.7,154.9,43.88
2020-10-14,76.96,227.21,107.58,98.67,101.715,164.4,153.88,44.09
2020-10-15,77.38,225.97,107.44,98.92,101.72,166.7,152.87,45.02
2020-10-16,77.48,225.02,107.42,98.87,101.73,167.9,152.54,43.56
2020-10-19,76.75,221.68,105.71,97.59,101.635,179.3,150.28,42.67
2020-10-20,77.0,222.25,106.23,98.16,101.6,179.0,149.98,43.58
2020-10-21,76.68,221.7,106.4,97.83,101.545,172.7,149.16,42.54
2020-10-22,77.77,221.55,106.99,98.75,101.47,166.8,149.02,44.77
2020-10-23,77.25,222.64,107.54,99.29,101.49,167.2,149.41,44.92
2020-10-26,75.39,219.05,105.24,97.09,101.48,189.9,147.74,42.54
2020-10-27,74.08,220.19,104.77,96.15,101.603,190.7,147.97,42.02
2020-10-28,71.94,211.93,100.86,93.39,101.416,231.4,143.01,39.65
2020-10-29,72.77,214.5,101.98,94.36,101.41,206.8,143.78,40.66
2020-10-30,72.99,209.58,101.05,93.62,101.345,215.8,141.23,40.58
2020-11-02,74.45,210.77,102.32,95.34,101.21,208.8,142.35,42.15
2020-11-03,75.9,214.51,104.24,97.43,101.315,191.8,144.92,41.8
2020-11-04,75.99,223.89,106.77,97.99,101.582,166.7,151.43,41.65
2020-11-05,77.85,228.99,108.61,100.17,101.93,162.1,154.22,41.88
2020-11-06,77.31,229.21,108.42,99.96,101.82,146.7,154.19,40.59
2020-11-09,80.12,225.26,110.97,102.72,101.734,141.8,149.72,47.16
2020-11-10,81.21,221.97,110.78,103.0,101.445,134.9,147.86,48.64
2020-11-11,81.13,226.12,111.12,103.31,101.385,130.6,150.87,48.28
2020-11-12,79.7,224.8,109.8,101.93,101.555,143.7,150.46,46.34
2020-11-13,81.69,226.51,111.54,103.94,101.74,130.5,151.16,48.86
2020-11-16,83.55,227.7,112.93,105.82,101.72,126.0,151.4,51.62
2020-11-17,83.14,227.3,112.47,105.71,101.8,122.5,151.45,52.46
2020-11-18,82.63,225.22,111.14,104.57,101.85,128.8,150.73,51.33
2020-11-19,82.89,226.71,111.29,105.26,101.96,126.0,151.95,52.57
2020-11-20,82.49,225.46,110.46,104.86,101.78,125.1,151.22,52.06
2020-11-23,84.47,225.53,111.23,106.18,101.99,123.0,151.31,56.7
2020-11-24,86.51,227.87,113.02,108.07,101.99,119.9,152.06,59.62
2020-11-25,85.77,228.95,112.62,107.68,101.995,113.0,153.74,58.72
2020-11-27,85.82,230.75,112.88,107.78,102.035,114.4,155.5,57.88
2020-11-30,84.98,231.24,112.46,107.02,102.18,111.5,156.24,54.06
2020-12-01,85.94,233.56,114.01,107.8,101.955,112.9,156.34,53.8
2020-12-02,86.61,232.98,113.78,107.79,101.89,111.9,155.58,55.54
2020-12-03,87.18,232.97,113.9,108.32,101.94,113.5,156.07,56.25
2020-12-04,88.81,234.47,114.84,109.92,102.13,110.6,156.88,61.0
2020-12-07,88.12,235.28,114.68,109.48,101.975,111.2,158.29,58.97
2020-12-08,88.79,236.15,115.13,110.01,101.97,105.7,159.0,59.87
2020-12-09,88.69,232.09,114.28,109.27,101.896,111.4,155.11,60.3
2020-12-10,88.06,232.81,113.92,109.53,101.9,112.8,156.73,63.7
2020-12-11,87.51,232.47,113.94,109.18,101.92,119.4,156.53,62.48
2020-12-14,86.42,232.83,112.9,108.3,102.03,123.6,157.21,59.95
2020-12-15,87.36,235.53,114.32,109.94,102.11,114.8,158.7,61.23
2020-12-16,87.11,236.8,114.32,110.0,102.085,109.1,159.43,60.41
2020-12-17,87.15,239.0,115.18,110.88,102.06,106.8,161.57,60.41
2020-12-18,86.09,238.79,114.76,110.64,102.105,110.2,161.91,59.62
2020-12-21,85.63,238.63,114.19,110.06,102.03,122.5,161.81,58.29
2020-12-22,84.86,239.72,113.94,110.21,102.085,119.7,162.85,57.29
2020-12-23,85.66,238.15,113.87,110.61,102.12,112.6,161.28,59.87
2020-12-24,85.78,239.27,114.46,110.64,102.11,107.6,161.74,59.0
2020-12-28,85.83,241.25,115.31,110.43,102.21,106.9,161.01,57.92
2020-12-29,85.71,240.75,115.2,109.99,102.26,112.8,160.54,57.39
2020-12-30,86.1,240.59,115.47,110.62,102.41,107.0,161.13,59.32
2020-12-31,86.91,241.14,116.21,111.17,102.595,106.5,161.29,58.5
2021-01-04,86.14,237.74,114.36,109.42,102.435,120.3,160.07,59.03
2021-01-05,87.2,238.98,114.82,110.44,102.613,114.7,161.52,62.82
2021-01-06,89.47,236.32,115.35,112.55,102.21,113.5,160.27,65.26
2021-01-07,90.63,241.69,116.65,114.05,102.225,103.5,165.23,66.53
2021-01-08,90.22,244.19,117.22,114.32,102.08,102.1,167.96,65.5
2021-01-11,90.84,241.26,116.68,114.19,101.929,110.9,165.9,66.88
2021-01-12,92.04,240.75,116.43,115.14,102.005,105.7,166.88,70.62
2021-01-13,92.31,241.91,116.47,114.66,102.085,103.2,167.46,69.34
2021-01-14,93.94,239.73,115.81,114.87,102.035,104.9,166.48,71.71
2021-01-15,92.75,238.44,115.22,113.92,102.06,109.0,164.65,69.27
2021-01-19,93.58,241.19,116.13,114.59,102.075,104.2,166.52,70.5
2021-01-20,94.05,246.32,117.32,115.53,102.148,101.3,169.88,70.11
2021-01-21,94.4,247.69,117.41,114.9,102.165,100.0,170.57,67.75
2021-01-22,93.01,247.58,116.7,114.51,102.075,101.9,170.63,68.05
2021-01-25,92.79,249.39,117.02,114.36,102.12,108.5,171.16,67.84
2021-01-26,92.61,249.11,116.78,113.47,102.19,105.5,169.32,66.06
2021-01-27,90.66,242.89,114.1,110.59,102.17,138.7,163.56,66.84
2021-01-28,91.14,244.22,115.37,112.0,102.245,134.4,166.27,66.75
2021-01-29,89.78,239.24,112.92,110.04,102.316,146.4,163.86,64.32
2021-02-01,90.91,244.3,114.46,111.75,102.165,134.4,167.9,65.6
2021-02-02,91.77,248.37,116.19,113.55,102.165,117.2,171.32,65.95
2021-02-03,92.19,247.8,115.97,113.75,102.14,108.3,170.82,69.56
2021-02-04,93.42,250.43,117.37,115.1,102.1,101.2,172.74,69.8
2021-02-05,93.71,251.45,118.01,116.0,102.17,100.5,174.11,70.01
2021-02-08,95.19,252.94,118.84,117.19,102.14,99.8,175.8,74.51
2021-02-09,95.19,252.8,118.76,117.33,102.135,100.1,175.7,73.22
2021-02-10,95.21,252.38,118.86,117.62,102.095,102.5,175.1,74.9
2021-02-11,95.68,253.37,119.49,117.9,102.04,99.1,176.73,73.51
2021-02-12,96.4,254.69,119.8,118.66,101.929,94.2,178.04,75.63
2021-02-16,96.46,253.49,119.47,118.57,101.65,95.6,177.58,78.17
2021-02-17,96.63,252.78,119.66,118.29,101.605,92.4,176.07,79.05
2021-02-18,96.18,251.92,119.39,117.57,101.545,93.5,174.83,75.58
2021-02-19,97.14,250.4,119.01,118.66,101.435,88.1,174.61,77.54
2021-02-22,96.91,245.06,118.26,117.79,101.295,93.6,168.38,79.93
2021-02-23,96.94,244.39,118.62,117.93,101.11,87.9,166.92,81.65
2021-02-24,99.19,246.03,119.97,119.38,101.075,82.8,168.07,84.86
2021-02-25,96.34,238.46,117.04,116.29,100.361,102.3,161.6,82.35
2021-02-26,95.98,239.17,116.53,115.96,100.619,95.4,162.9,80.51
2021-03-01,98.31,245.51,119.21,118.71,100.79,85.2,167.9,82.78
2021-03-02,97.77,242.36,118.32,117.86,100.87,86.1,164.86,82.13
2021-03-03,97.69,235.78,116.63,116.35,100.685,91.6,158.23,83.8
2021-03-04,96.22,231.63,114.99,114.21,100.418,97.5,153.87,86.59
2021-03-05,98.76,235.09,117.71,116.48,100.335,87.2,155.27,90.0
2021-03-08,99.62,230.04,117.54,116.62,100.11,89.2,150.0,88.68
2021-03-09,100.04,237.59,118.98,117.64,100.07,84.0,157.5,86.3
2021-03-10,101.2,237.34,119.8,118.75,100.13,82.5,157.17,89.39
2021-03-11,101.72,242.33,120.8,120.19,100.263,79.0,162.43,91.11
2021-03-12,102.83,240.99,120.67,120.81,99.955,77.4,160.96,90.44
2021-03-15,103.74,243.27,121.88,121.99,99.995,70.6,162.77,89.86
2021-03-16,103.33,243.95,121.9,120.94,99.8,70.6,162.12,87.11
2021-03-17,104.49,244.19,121.91,121.33,99.839,65.8,162.6,87.5
2021-03-18,103.34,237.99,120.13,119.68,99.491,71.4,157.12,81.6
2021-03-19,103.35,238.68,119.71,119.76,99.48,67.2,158.59,83.75
2021-03-22,103.82,242.23,120.78,120.12,99.565,60.5,160.83,82.23
2021-03-23,101.27,241.4,119.97,118.23,99.761,65.0,159.99,78.29
2021-03-24,100.35,238.03,119.5,117.53,99.8,65.6,156.03,79.46
2021-03-25,101.15,237.51,119.47,118.24,99.955,62.8,155.64,80.81
2021-03-26,102.96,241.33,122.01,120.08,99.785,58.9,158.41,83.32
2021-03-29,102.17,241.12,122.16,119.24,99.64,61.1,157.36,80.88
2021-03-30,102.76,239.92,121.46,119.58,99.67,57.1,157.57,80.75
2021-03-31,102.46,243.04,121.78,120.08,99.83,56.5,160.86,81.34
2021-04-01,103.51,246.88,123.09,121.36,99.78,53.9,163.41,85.56
2021-04-05,104.88,251.15,124.61,122.29,99.76,51.4,165.73,81.43
2021-04-06,104.67,251.32,124.59,122.61,99.945,52.0,166.74,82.0
2021-04-07,104.52,251.9,124.55,122.09,99.97,49.9,166.65,81.81
2021-04-08,104.42,254.6,125.05,122.5,100.14,48.6,169.27,80.05
2021-04-09,105.0,256.79,126.04,123.1,100.06,48.5,170.37,78.49
2021-04-12,104.59,256.94,125.88,123.33,100.055,47.7,171.16,76.59
2021-04-13,103.77,259.6,125.91,123.52,100.22,46.9,174.52,76.8
2021-04-14,103.97,256.94,125.61,123.59,100.224,48.4,171.93,80.04
2021-04-15,104.45,261.1,126.99,124.73,100.414,46.1,175.5,78.81
2021-04-16,104.88,261.41,127.59,125.1,100.5,44.8,174.97,77.51
2021-04-19,104.18,259.31,127.03,124.31,100.322,47.4,172.54,77.49
2021-04-20,102.81,257.76,126.21,123.34,100.423,48.8,170.92,74.0
2021-04-21,104.53,259.87,127.4,124.88,100.526,45.1,172.37,75.47
2021-04-22,103.55,257.63,126.46,124.26,100.52,49.3,171.21,74.84
2021-04-23,104.28,260.93,127.56,125.77,100.47,46.4,173.95,75.88
2021-04-26,104.56,262.32,127.54,126.27,100.453,45.7,175.61,77.78
2021-04-27,104.75,261.57,127.44,126.46,100.345,44.5,175.03,79.26
2021-04-28,104.53,260.79,127.38,126.34,100.352,44.2,174.35,82.65
2021-04-29,105.2,261.33,128.57,126.81,100.225,43.7,173.59,82.59
2021-04-30,104.28,259.74,127.63,125.79,100.385,46.3,172.21,80.2
2021-05-03,105.13,258.76,128.24,126.21,100.185,43.9,171.03,82.94
2021-05-04,104.95,254.92,127.66,125.61,100.241,46.4,167.69,82.82
2021-05-05,105.75,253.71,127.58,125.74,100.335,44.7,166.78,85.02
2021-05-06,106.84,255.04,128.54,125.98,100.415,44.2,167.04,84.53
2021-05-07,107.86,256.94,129.53,127.41,100.435,40.6,168.72,86.65
2021-05-10,107.12,251.82,128.36,126.57,100.391,43.2,164.43,85.57
2021-05-11,105.73,250.85,127.26,125.45,100.14,47.8,164.77,84.54
2021-05-12,103.04,244.58,124.45,122.41,99.8,60.6,159.69,84.22
2021-05-13,104.79,246.81,126.2,123.98,99.944,51.8,160.16,81.59
2021-05-14,106.35,251.44,127.97,126.11,100.09,42.5,163.92,86.36
2021-05-17,106.58,250.25,127.4,125.89,100.03,44.7,162.87,89.7
2021-05-18,105.23,248.85,126.35,125.06,99.974,45.5,162.06,88.31
2021-05-19,104.93,248.82,126.17,124.38,99.838,48.9,162.1,86.46
2021-05-20,105.76,253.06,127.62,125.69,99.99,44.9,165.71,86.08
2021-05-21,106.21,251.87,127.43,125.83,100.034,43.8,165.06,86.61
2021-05-24,106.88,255.36,128.64,126.78,100.072,40.9,167.9,87.63
2021-05-25,105.95,255.7,128.47,126.06,100.311,40.9,168.19,85.3
2021-05-26,106.51,256.41,128.71,126.75,100.36,38.12,169.44,87.67
2021-05-27,107.51,255.25,128.77,127.47,100.27,35.27,170.39,89.04
2021-05-28,107.25,256.14,128.92,127.72,100.318,36.16,170.39,89.07
2021-06-01,107.67,254.85,128.66,127.88,100.16,37.21,171.6,94.83
2021-06-02,108.03,255.37,129.24,128.01,100.255,35.98,171.14,96.35
2021-06-03,108.08,253.23,128.87,127.54,100.03,36.84,170.03,96.45
2021-06-04,108.72,256.75,130.19,128.49,100.24,34.14,171.72,96.42
2021-06-07,108.46,257.54,130.26,128.53,100.165,33.07,171.79,97.35
2021-06-08,108.33,258.05,130.14,128.84,100.365,33.68,171.69,98.3
2021-06-09,107.7,258.07,129.89,128.31,100.4,34.57,170.28,97.76
2021-06-10,107.1,260.53,130.26,128.47,100.628,31.51,170.0,96.71
2021-06-11,107.45,261.09,130.52,128.96,100.58,30.04,170.84,97.36
2021-06-14,106.63,263.46,130.79,128.66,100.368,30.48,170.15,96.29
2021-06-15,106.85,262.0,130.45,128.4,100.335,31.5,169.29,97.97
2021-06-16,105.82,260.91,129.4,127.73,99.97,31.94,168.87,97.45
2021-06-17,104.28,264.15,129.62,127.19,100.091,31.72,167.26,93.02
2021-06-18,102.28,262.47,127.94,125.48,100.17,35.89,164.95,91.01
2021-06-21,104.07,264.61,129.74,127.44,100.215,32.46,167.62,95.37
2021-06-22,104.07,267.29,130.55,128.06,100.39,30.0,168.79,95.9
2021-06-23,103.94,267.27,130.15,128.01,100.392,29.16,170.05,97.03
2021-06-24,104.82,268.61,130.98,128.82,100.459,28.21,172.18,98.58
2021-06-25,105.3,269.07,132.21,129.63,100.425,27.54,172.56,99.75
2021-06-28,105.1,271.24,132.8,129.5,100.521,27.51,172.84,95.4
2021-06-29,104.73,272.16,133.01,129.48,100.614,28.34,173.06,94.89
2021-06-30,105.06,271.48,132.87,129.42,100.64,27.98,173.43,96.69
2021-07-01,105.42,272.36,133.67,129.98,100.45,27.28,173.73,98.98
2021-07-02,105.39,275.36,134.86,130.38,100.633,27.13,173.92,97.19
2021-07-06,103.96,276.87,134.53,129.84,100.817,28.04,172.06,93.23
2021-07-07,103.96,277.76,135.2,129.96,100.93,28.16,171.38,91.07
2021-07-08,102.82,275.86,134.09,128.57,100.97,30.89,169.37,91.58
2021-07-09,104.6,278.08,135.27,130.49,100.805,27.96,172.85,93.89
2021-07-12,105.08,278.57,135.68,130.57,100.736,27.56,174.72,93.21
2021-07-13,104.06,278.17,135.43,129.35,100.37,28.03,172.92,92.03
2021-07-14,104.03,278.54,135.56,128.79,100.745,27.07,171.66,87.48
2021-07-15,103.56,276.87,135.05,128.48,100.87,27.69,171.26,85.72
2021-07-16,102.26,275.03,134.29,127.76,100.865,29.36,169.35,82.32
2021-07-19,100.57,272.07,132.58,125.92,101.001,35.65,167.02,78.96
2021-07-20,102.54,276.36,134.31,128.5,101.225,31.1,170.88,80.86
2021-07-21,103.8,278.36,135.31,129.57,101.107,28.16,173.81,84.75
2021-07-22,103.15,280.2,135.61,129.5,101.206,28.84,173.23,83.03
2021-07-23,103.34,284.12,137.53,130.67,101.36,28.68,174.86,82.18
2021-07-26,103.97,284.2,137.6,130.7,101.195,28.04,175.55,84.7
2021-07-27,103.52,281.48,137.05,130.34,101.26,29.38,173.77,82.08
2021-07-28,103.63,282.05,137.09,130.75,101.315,28.29,174.97,83.91
2021-07-29,104.89,282.53,137.73,131.52,101.408,27.5,176.07,83.79
2021-07-30,104.33,280.66,137.36,131.05,101.41,28.54,175.03,82.8
2021-08-02,104.21,280.27,137.14,130.91,101.262,30.15,174.89,81.15
2021-08-03,105.45,282.13,138.16,131.76,101.37,27.91,176.91,82.82
2021-08-04,103.83,282.36,137.95,131.17,101.29,27.83,176.57,79.1
2021-08-05,104.33,284.29,138.85,132.03,101.21,26.82,178.72,81.22
2021-08-06,105.12,283.2,138.86,132.14,100.968,25.79,179.7,82.13
2021-08-09,104.89,283.19,138.72,132.14,100.874,25.4,181.24,80.77
2021-08-10,105.6,281.93,138.76,132.2,100.729,24.75,181.84,83.0
2021-08-11,106.33,281.51,138.93,132.74,100.79,23.74,181.71,83.3
2021-08-12,105.85,282.98,139.06,132.85,100.82,22.95,182.01,83.05
2021-08-13,105.78,283.64,139.61,132.9,100.903,23.02,181.14,80.23
2021-08-16,105.72,284.25,140.44,132.72,100.99,23.14,179.68,77.88
2021-08-17,104.84,281.62,139.26,131.71,100.83,24.22,177.47,77.34
2021-08-18,103.75,279.02,137.6,130.57,100.78,26.7,176.14,75.17
2021-08-19,102.9,279.9,138.19,130.27,100.979,28.03,174.41,72.88
2021-08-20,103.48,282.88,139.55,131.27,100.97,24.9,175.68,73.17
2021-08-23,104.36,286.49,140.42,132.39,101.049,23.6,179.07,76.87
2021-08-24,104.97,287.13,140.51,133.07,101.005,23.5,180.48,79.17
2021-08-25,105.47,287.6,140.74,133.81,100.88,22.7,181.96,80.59
2021-08-26,104.46,285.92,139.79,132.89,100.94,24.14,180.85,79.22
2021-08-27,105.53,288.73,141.2,134.23,101.17,22.31,183.35,83.4
2021-08-30,105.05,291.72,141.78,134.16,101.266,21.96,182.81,82.02
2021-08-31,105.13,290.9,141.25,134.11,101.255,21.81,182.24,82.65
2021-09-01,104.48,291.64,141.33,134.33,101.03,21.09,182.04,82.03
2021-09-02,105.34,291.59,141.4,135.14,101.245,20.93,182.87,84.76
2021-09-03,104.8,292.68,141.39,134.93,101.19,21.24,183.1,84.52
2021-09-07,104.06,292.54,140.28,133.82,101.055,21.87,183.13,84.28
2021-09-08,103.73,291.67,140.07,133.6,101.043,21.88,181.5,83.31
2021-09-09,103.37,290.55,139.54,133.29,101.186,22.61,182.2,84.35
2021-09-10,102.67,288.27,138.82,132.36,101.13,23.86,180.99,83.67
2021-09-13,103.79,287.76,138.68,132.44,101.165,22.57,181.4,87.12
2021-09-14,102.59,287.12,138.05,131.63,101.215,23.1,180.02,84.94
2021-09-15,103.92,289.39,138.92,132.75,101.28,21.7,182.43,89.93
2021-09-16,103.63,289.76,138.71,132.66,101.115,21.38,182.45,88.76
2021-09-17,103.0,286.42,137.23,131.77,101.085,23.48,181.03,87.95
2021-09-20,101.07,281.01,135.03,129.53,100.99,27.31,176.21,84.4
2021-09-21,100.55,281.73,134.92,129.46,101.095,25.86,176.22,84.59
2021-09-22,101.59,284.37,135.81,130.8,101.065,23.68,179.19,87.72
2021-09-23,102.99,287.22,137.21,132.48,100.88,21.48,182.88,91.54
2021-09-24,102.37,287.05,136.77,131.91,100.73,20.49,182.91,92.05
2021-09-27,103.46,284.59,135.92,131.62,100.465,20.74,183.38,98.68
2021-09-28,102.25,276.51,133.02,129.02,100.269,23.93,178.88,97.35
2021-09-29,102.33,276.26,133.2,129.09,100.273,24.53,177.53,97.03
2021-09-30,100.7,274.04,131.73,127.7,100.296,24.55,175.6,96.72
2021-10-01,101.61,276.97,133.07,129.03,100.418,23.21,177.38,99.24
2021-10-04,101.38,270.99,130.89,127.59,100.375,24.17,174.96,101.76
2021-10-05,102.14,274.46,132.43,128.72,100.177,22.99,177.41,102.37
2021-10-06,101.77,276.25,132.83,129.16,100.11,22.44,177.28,100.09
2021-10-07,102.92,279.17,134.11,130.46,99.965,21.25,179.32,102.79
2021-10-08,102.9,277.96,133.98,129.96,99.735,20.59,179.01,105.37
2021-10-11,102.19,276.24,133.18,129.3,99.6,21.01,177.55,105.01
2021-10-12,101.64,276.17,132.89,129.71,99.66,20.37,177.72,104.68
2021-10-13,101.61,278.16,133.88,130.4,99.85,19.79,178.49,104.24
2021-10-14,103.42,282.93,136.3,132.57,100.175,18.16,181.87,105.81
2021-10-15,103.96,285.21,137.06,132.95,100.02,18.17,183.94,105.21
2021-10-18,103.69,287.86,137.82,133.28,99.882,17.58,185.33,105.76
2021-10-19,104.3,289.94,139.0,134.09,99.86,17.37,186.23,106.61
2021-10-20,105.37,289.56,139.46,134.91,99.75,17.11,186.46,107.96
2021-10-21,105.0,291.72,140.19,135.35,99.445,16.34,186.88,105.63
2021-10-22,104.32,290.26,140.14,135.56,99.435,16.78,186.8,107.58
2021-10-25,104.5,292.63,140.9,135.98,99.715,16.06,189.9,110.69
2021-10-26,103.82,293.06,140.52,135.58,99.715,16.49,189.61,110.52
2021-10-27,102.16,293.16,139.49,133.89,99.94,17.07,187.29,105.83
2021-10-28,103.43,296.45,140.8,135.3,100.01,16.3,190.34,107.03
2021-10-29,103.2,298.0,141.89,135.28,100.015,16.44,190.68,106.36
2021-11-01,104.48,297.98,141.61,136.27,99.888,16.13,192.64,109.58
2021-11-02,104.74,299.09,142.42,136.55,99.995,15.5,192.61,108.42
2021-11-03,105.75,301.47,143.1,137.22,100.27,14.63,193.75,107.41
2021-11-04,105.6,304.8,144.71,137.18,100.068,14.94,193.02,106.77
2021-11-05,106.57,305.13,144.8,137.65,100.375,15.75,192.77,109.71
2021-11-08,106.96,305.38,144.98,138.24,100.387,15.77,193.3,111.47
2021-11-09,106.83,303.89,145.09,138.22,100.51,16.19,190.37,111.25
2021-11-10,106.46,299.46,143.69,136.9,99.97,16.62,188.38,106.04
2021-11-11,107.19,299.91,143.91,137.32,99.835,16.12,188.91,107.66
2021-11-12,107.63,303.52,145.44,138.38,99.805,15.24,189.75,107.42
2021-11-15,107.62,303.29,145.5,138.47,99.64,14.95,189.17,108.15
2021-11-16,107.25,306.23,146.09,138.97,99.48,15.02,190.15,107.56
2021-11-17,106.66,305.59,144.92,138.2,99.53,15.39,188.7,103.74
2021-11-18,106.07,307.97,145.1,137.66,99.63,15.63,188.65,103.96
2021-11-19,105.18,309.06,145.43,136.98,99.82,15.93,187.41,98.77
2021-11-22,106.36,305.2,144.32,136.33,99.398,16.31,187.89,100.33
2021-11-23,107.01,303.72,144.53,136.39,99.1,15.76,187.93,104.37
2021-11-24,106.85,305.64,145.09,136.76,98.895,15.41,188.79,105.74
2021-11-26,104.49,298.91,142.07,133.86,99.225,21.18,185.05,98.8
2021-11-29,104.8,304.55,143.84,134.92,99.745,16.84,187.89,100.03
2021-11-30,102.22,299.88,141.03,131.58,99.628,20.52,183.15,97.39
2021-12-01,101.6,294.33,139.06,129.29,99.52,22.76,179.23,93.53
2021-12-02,103.76,297.58,140.98,132.22,99.6,20.8,182.23,96.56
2021-12-03,103.7,292.61,139.69,130.98,99.814,23.5,178.28,95.13
2021-12-06,104.93,295.3,140.76,132.6,99.82,20.73,177.78,98.05
2021-12-07,106.65,303.99,144.08,135.19,99.735,17.28,183.79,101.99
2021-12-08,106.44,305.95,144.26,135.88,99.715,15.79,183.96,102.18
2021-12-09,105.92,302.29,143.09,134.38,99.712,16.42,180.93,100.35
2021-12-10,106.97,305.26,144.25,134.78,99.58,14.92,182.85,101.56
2021-12-13,104.96,301.14,142.78,133.63,99.659,15.74,179.54,96.99
2021-12-14,104.69,297.49,141.62,132.65,99.705,16.17,177.39,95.27
2021-12-15,105.86,303.78,144.46,134.24,99.695,14.48,181.29,95.65
2021-12-16,106.57,297.02,142.65,133.53,99.804,15.35,178.42,94.74
2021-12-17,105.52,295.65,141.02,132.99,99.714,16.1,176.46,93.61
2021-12-20,104.28,292.03,139.1,131.08,99.775,16.95,173.56,90.95
2021-12-21,106.5,298.79,141.72,133.83,99.604,15.75,177.54,95.24
2021-12-22,107.29,302.54,142.91,134.69,99.65,14.37,179.65,95.79
